Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
5442,1.02,Very Good,F,SI1,60.2,58.0,6.49,6.54,3.92,6195
23246,0.3,Ideal,D,VVS2,59.4,60.0,4.39,4.47,2.63,802
10717,0.56,Ideal,H,VS1,61.8,55.0,5.3,5.34,3.29,1616
337,1.52,Premium,D,SI2,60.6,62.0,7.42,7.37,4.48,9561
15414,2.01,Premium,I,VS2,61.7,60.0,8.09,8.02,4.97,16700
14106,0.42,Ideal,D,VVS2,62.1,55.0,4.78,4.81,2.98,1326
4633,0.9,Premium,D,SI2,58.8,59.0,6.28,6.24,3.68,3579
9219,0.9,Premium,E,SI2,60.4,59.0,6.24,6.21,3.76,3856
26935,1.75,Ideal,I,SI1,61.8,56.0,7.67,7.71,4.75,13393
24951,1.24,Ideal,F,VS1,61.5,54.0,6.93,6.89,4.25,10138
12325,0.37,Premium,D,SI1,62.7,58.0,4.58,4.55,2.86,874
1356,0.78,Ideal,E,SI2,61.0,56.0,5.92,5.98,3.63,3053
8107,0.3,Ideal,G,IF,62.8,57.0,4.32,4.28,2.7,956
18103,0.52,Good,D,SI1,63.7,55.0,5.12,5.09,3.25,1605
17659,1.02,Ideal,H,VS2,61.8,55.0,6.48,6.51,4.01,6065
20272,1.71,Ideal,H,VS2,61.9,57.0,7.67,7.61,4.73,9618
1887,0.45,Very Good,E,VS2,61.8,58.0,4.9,4.94,3.04,1129
12551,0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,1066
26611,0.33,Premium,H,SI2,61.2,57.0,4.49,4.43,2.73,520
9047,0.31,Ideal,F,IF,62.1,55.0,4.34,4.35,2.7,979
16432,0.3,Ideal,G,VVS2,62.6,53.0,4.31,4.35,2.71,665
14633,1.52,Ideal,G,VS1,61.1,56.0,7.39,7.43,4.53,14787
17975,1.55,Premium,I,SI2,61.5,58.0,7.39,7.46,4.57,7256
11054,0.4,Good,F,SI1,63.6,57.0,4.67,4.7,2.98,737
6205,0.52,Ideal,G,VS1,61.6,54.0,5.21,5.24,3.22,1721
5525,0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,428
3820,0.7,Very Good,I,VVS1,58.8,61.0,5.78,5.82,3.41,2389
25971,0.8,Very Good,F,VS2,62.1,60.0,5.86,5.92,3.66,3471
19607,0.9,Very Good,H,SI2,61.7,60.0,6.17,6.24,3.83,3301
16015,0.93,Premium,G,SI2,60.8,59.0,6.35,6.28,3.84,3594
7137,1.0,Premium,F,I1,62.4,59.0,6.38,6.34,3.97,3405
20221,0.6,Very Good,D,VS2,61.5,59.0,5.4,5.43,3.33,1984
24057,1.01,Premium,H,VS1,60.9,62.0,6.52,6.49,3.96,5000
22043,0.24,Ideal,F,VVS1,61.8,59.0,4.0,4.03,2.48,526
22474,0.42,Ideal,F,VS1,60.6,56.0,4.83,4.87,2.94,921
8539,2.05,Premium,H,VS2,60.7,61.0,8.25,8.13,4.97,16235
24167,0.41,Very Good,J,IF,63.5,54.0,4.75,4.7,3.0,1061
4767,1.07,Very Good,H,SI2,61.8,63.0,6.57,6.47,4.03,3296
3435,0.37,Ideal,F,VS2,60.6,56.0,4.63,4.64,2.81,746
6101,0.9,Very Good,G,VS1,61.3,61.0,6.15,6.25,3.8,4515
11614,1.0,Premium,H,VS1,59.1,60.0,6.45,6.42,3.8,4732
12335,0.32,Ideal,I,VS2,60.3,56.0,4.44,4.45,2.68,449
17827,1.21,Very Good,H,SI2,62.1,60.0,6.77,6.82,4.22,5190
22979,0.3,Ideal,D,SI1,61.4,55.0,4.29,4.34,2.65,552
12413,0.38,Ideal,G,SI1,61.3,56.0,4.63,4.67,2.85,666
604,0.7,Very Good,D,SI1,62.1,56.0,5.65,5.69,3.52,2686
11619,0.56,Ideal,I,VVS1,61.1,55.0,5.35,5.33,3.26,1743
18766,1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,4897
9352,0.42,Premium,H,SI1,60.9,58.0,4.85,4.84,2.95,898
13855,0.28,Very Good,E,VVS2,61.8,58.0,4.2,4.24,2.61,642
2729,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1235
18530,0.41,Premium,E,VS1,60.4,58.0,4.82,4.78,2.9,1153
25765,0.55,Ideal,H,VVS1,60.5,57.0,5.32,5.35,3.23,1741
13808,0.7,Ideal,E,SI2,62.0,58.0,5.66,5.7,3.52,2332
15226,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,948
8218,1.25,Premium,G,VS2,61.2,57.0,6.95,6.91,4.24,7948
19092,2.02,Ideal,H,SI2,62.1,57.0,8.13,8.09,5.04,10826
15977,1.0,Premium,H,VS2,58.4,60.0,6.36,6.3,3.7,4514
1257,0.7,Premium,D,SI2,59.8,59.0,5.75,5.72,3.43,1806
1518,2.28,Premium,I,SI1,61.6,58.0,8.43,8.46,5.2,17673
12926,1.12,Very Good,I,SI1,60.6,60.0,6.73,6.77,4.09,4312
17441,1.22,Very Good,J,SI2,62.6,58.0,6.78,6.84,4.26,4652
22251,0.72,Very Good,E,VS2,63.2,58.0,5.67,5.72,3.6,2923
4217,1.24,Premium,F,VS1,60.1,59.0,6.99,7.02,4.21,9738
10177,1.07,Ideal,G,SI1,61.9,55.0,6.57,6.62,4.08,5347
16746,0.9,Ideal,I,VS1,60.9,60.0,6.2,6.24,3.79,4492
10657,1.44,Premium,I,I1,62.7,55.0,7.21,7.18,4.51,4387
13069,0.44,Premium,E,SI1,62.2,60.0,4.86,4.79,3.0,1040
15840,0.5,Very Good,D,SI1,61.6,56.0,5.09,5.11,3.14,1454
9828,0.6,Premium,G,SI1,60.8,58.0,5.44,5.39,3.29,1286
10016,0.42,Premium,G,SI1,62.2,58.0,4.75,4.73,2.95,945
11159,0.38,Very Good,D,VS1,59.5,61.0,4.66,4.69,2.78,921
1020,0.38,Ideal,E,VS2,61.7,55.0,4.68,4.66,2.88,1112
7166,1.12,Premium,E,SI2,63.0,61.0,6.66,6.61,4.18,4215
6641,0.56,Premium,E,VS2,61.8,59.0,5.27,5.34,3.28,1819
24477,1.52,Premium,G,VS1,61.9,58.0,7.38,7.35,4.56,14424
13499,0.35,Premium,I,VS2,61.2,58.0,4.57,4.55,2.79,630
26862,0.4,Premium,G,SI1,59.2,61.0,4.81,4.78,2.84,900
19899,1.51,Ideal,G,VS2,62.1,55.0,7.38,7.33,4.56,14482
22669,0.59,Very Good,H,VVS2,61.1,57.0,5.39,5.48,3.32,1771
15349,2.02,Ideal,H,SI1,62.5,54.0,8.07,8.1,5.05,17245
5703,1.01,Premium,H,SI1,60.4,60.0,6.55,6.47,3.93,4977
16281,1.07,Ideal,G,VVS2,62.3,54.0,6.54,6.56,4.08,8145
5277,0.51,Ideal,F,VVS1,60.9,57.0,5.16,5.21,3.16,2208
15683,0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,612
9488,0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,2753
19826,0.33,Ideal,D,VS2,62.5,55.0,4.41,4.45,2.77,781
6058,0.5,Premium,E,SI2,61.7,58.0,5.12,5.06,3.14,1240
12446,1.0,Ideal,G,VVS2,60.8,57.0,6.45,6.47,3.93,7744
19616,1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,9095
25100,0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,1768
7570,0.41,Ideal,H,VS2,61.5,55.0,4.78,4.81,2.95,743
18443,0.4,Premium,F,VS1,61.1,59.0,4.71,4.75,2.89,982
23346,0.9,Ideal,H,VS1,62.2,58.0,6.14,6.17,3.83,4428
18902,0.71,Ideal,D,SI2,61.1,57.0,5.77,5.79,3.53,2612
20843,1.63,Ideal,G,VS1,61.5,57.0,7.58,7.6,4.67,16241
13616,0.39,Premium,G,VVS1,59.9,59.0,4.73,4.75,2.84,1095
17391,0.91,Very Good,F,SI1,60.1,58.0,6.3,6.35,3.8,3879
5077,1.53,Premium,I,SI1,61.5,59.0,7.39,7.32,4.52,8911
13329,1.0,Very Good,E,SI1,61.9,62.0,6.34,6.4,3.94,4864
3488,1.5,Premium,E,VS2,59.5,58.0,7.53,7.46,4.46,14386
22733,0.7,Good,F,VVS2,63.1,57.0,5.59,5.66,3.55,2940
22050,0.3,Ideal,H,VS1,61.6,55.0,4.3,4.27,2.64,675
17585,0.35,Premium,D,SI1,61.8,59.0,4.56,4.54,2.81,827
22565,1.01,Premium,G,IF,61.3,58.0,6.48,6.4,3.95,7352
21864,1.22,Ideal,H,SI2,61.0,57.0,6.89,6.95,4.22,5099
15057,1.32,Very Good,H,SI1,63.5,57.0,6.88,6.92,4.38,5717
4017,0.52,Ideal,G,SI1,61.4,56.0,5.18,5.21,3.19,1675
25390,2.5,Ideal,J,SI2,64.0,55.0,8.56,8.48,5.46,14502
13156,0.9,Ideal,H,VS1,61.9,56.0,6.17,6.23,3.84,4689
26253,0.4,Premium,F,VS2,61.6,58.0,4.8,4.75,2.94,1080
599,0.9,Fair,I,VVS2,67.0,56.0,5.91,5.83,3.93,3074
1968,0.5,Ideal,G,VVS2,61.2,56.0,5.13,5.1,3.13,1935
7744,0.33,Premium,H,VVS2,61.6,58.0,4.42,4.45,2.73,666
17397,0.72,Ideal,F,VS1,61.1,56.0,5.79,5.76,3.53,3294
768,0.8,Ideal,G,VVS2,61.4,57.0,5.96,6.0,3.67,4740
13167,0.73,Ideal,I,VS2,60.8,56.0,5.82,5.85,3.55,3438
24225,0.32,Ideal,D,SI2,62.6,56.0,4.4,4.38,2.75,612
10662,0.31,Ideal,D,VS2,62.2,55.0,4.34,4.31,2.69,942
4184,1.0,Good,F,SI2,,61.0,6.64,6.59,3.79,4155
9474,0.51,Very Good,H,VS1,62.5,58.0,5.09,5.12,3.19,1343
23980,1.6,Premium,F,SI2,58.7,58.0,7.76,7.68,4.53,10286
2823,1.61,Very Good,E,SI2,,57.0,7.44,7.48,4.62,8288
16408,0.3,Ideal,H,VVS1,62.6,56.0,4.28,4.25,2.67,819
24107,0.64,Premium,H,SI1,60.0,59.0,5.63,5.57,3.36,1274
20147,0.71,Very Good,I,SI2,61.1,56.0,5.75,5.79,3.53,1938
14657,0.93,Good,J,SI1,63.7,54.0,6.15,6.09,3.9,2438
21302,0.9,Very Good,D,VS1,63.0,58.0,6.11,6.15,3.86,5757
18528,0.74,Ideal,E,VS2,62.6,56.0,5.73,5.81,3.61,3036
22552,1.56,Premium,J,VS1,61.1,59.0,7.52,7.49,4.58,8476
6858,0.9,Good,H,SI2,62.7,64.0,6.09,6.0,3.79,2883
2098,1.01,Premium,H,SI1,62.3,61.0,6.39,6.32,3.96,4513
19559,2.01,Ideal,I,SI1,62.2,56.0,8.12,8.06,5.03,15116
8047,0.53,Ideal,F,VS2,61.6,57.0,5.21,5.15,3.19,1803
17317,1.03,Premium,I,SI1,62.0,58.0,6.46,6.41,3.99,3749
21793,0.7,Premium,F,VVS1,61.8,60.0,5.67,5.63,3.49,3348
9092,0.7,Premium,D,VS2,61.0,60.0,5.75,5.7,3.49,2909
7738,0.4,Good,E,SI1,63.6,57.0,4.69,4.65,2.97,882
9247,0.3,Fair,F,SI1,64.6,56.0,4.27,4.25,2.75,599
18367,1.17,Premium,F,VS2,62.4,56.0,6.76,6.71,4.2,7568
6887,1.07,Very Good,F,SI2,59.4,60.0,6.68,6.75,3.99,4552
14577,1.58,Ideal,I,SI2,62.3,57.0,7.42,7.34,4.6,6441
25687,1.09,Premium,H,SI1,61.6,57.0,6.63,6.59,4.07,5219
12616,1.01,Ideal,J,VS2,62.2,54.0,6.41,6.47,4.01,4443
1098,0.23,Very Good,F,VVS2,62.9,57.0,3.9,3.95,2.47,505
10106,0.36,Ideal,F,VVS2,60.4,58.0,4.61,4.66,2.8,853
23241,0.36,Ideal,H,VS2,62.0,55.0,4.58,4.63,2.86,599
7463,1.12,Premium,G,VS1,58.4,58.0,6.87,6.84,4.0,7338
14012,0.44,Ideal,G,SI1,61.5,57.0,4.87,4.88,3.0,772
8116,0.8,Good,G,VS1,63.2,60.1,5.77,5.85,3.67,3283
12978,1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,8170
5910,0.4,Ideal,D,VS2,61.3,56.0,4.74,4.79,2.92,982
5188,1.67,Premium,H,SI1,59.4,61.0,7.78,7.73,4.61,11248
8441,1.18,Premium,H,SI2,58.7,60.0,7.01,6.93,4.09,4956
18299,1.14,Premium,D,I1,61.8,59.0,6.62,6.74,4.13,3950
9724,0.33,Very Good,G,SI1,61.1,59.0,4.42,4.45,2.71,492
26437,1.49,Very Good,G,SI2,62.5,58.0,7.2,7.26,4.52,7773
9115,0.3,Ideal,E,VVS1,62.3,55.0,4.29,4.32,2.68,826
19541,0.51,Good,G,VVS2,63.7,54.0,5.08,5.1,3.24,1800
22656,0.5,Good,E,SI1,63.8,55.0,5.04,5.09,3.23,1316
9502,1.01,Good,F,VS2,64.1,59.0,6.16,6.23,3.97,6037
20936,0.41,Ideal,G,IF,62.4,54.0,4.74,4.78,2.97,1367
16216,1.04,Ideal,H,SI2,60.3,57.0,6.54,6.59,3.96,4323
22690,0.3,Ideal,D,SI1,61.0,56.0,4.3,4.33,2.63,552
14710,1.11,Premium,G,SI2,62.3,58.0,6.65,6.61,4.13,4755
7960,0.36,Ideal,D,VS2,61.8,56.0,4.56,4.6,2.83,852
21648,0.36,Ideal,F,SI1,61.1,57.0,4.57,4.6,2.8,551
19232,1.33,Very Good,J,VS1,61.7,55.0,7.07,7.12,4.38,6442
5639,1.17,Ideal,D,SI2,62.7,57.0,6.7,6.72,4.21,5842
12456,1.0,Very Good,G,SI1,61.0,56.7,6.44,6.47,3.94,5522
5972,1.25,Ideal,H,VS1,62.1,57.0,6.89,6.92,4.29,8365
4906,1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,7223
2766,1.1,Ideal,G,VVS2,62.0,56.0,6.68,6.64,4.13,8932
24880,0.3,Ideal,D,VS2,62.3,56.0,4.32,4.29,2.68,911
14542,0.53,Ideal,D,VS2,62.2,56.0,5.16,5.19,3.22,1857
2841,1.23,Ideal,H,SI2,60.6,56.0,6.94,6.92,4.2,6199
16135,0.34,Ideal,D,VS1,60.9,56.0,4.51,4.56,2.76,865
10506,0.7,Premium,F,SI1,60.8,59.0,5.73,5.71,3.48,2023
7446,0.47,Very Good,F,SI1,63.3,60.0,4.98,4.94,3.14,1086
22621,1.53,Ideal,H,SI2,59.6,57.0,7.46,7.38,4.42,5631
20267,1.02,Ideal,E,IF,62.6,57.0,6.47,6.41,4.03,11605
2094,0.41,Very Good,G,VVS2,61.1,55.0,4.8,4.82,2.94,932
14158,0.66,Very Good,D,VVS2,60.7,59.0,5.6,5.67,3.42,4311
20197,0.35,Ideal,G,IF,60.2,55.0,4.63,4.64,2.79,979
24854,0.78,Very Good,G,VS1,61.5,55.0,5.92,5.97,3.66,3472
21522,0.31,Premium,E,SI1,62.3,56.0,4.4,4.37,2.73,698
3030,0.38,Premium,I,VS1,61.3,60.0,4.65,4.62,2.84,898
12112,1.51,Ideal,F,SI1,63.0,57.0,7.29,7.25,4.58,11035
7592,0.3,Ideal,F,VS1,61.3,55.0,4.32,4.36,2.66,570
5967,0.33,Premium,E,SI1,60.9,58.0,4.46,4.5,2.73,579
10502,0.56,Premium,H,VS1,60.1,58.0,5.4,5.35,3.23,1585
4727,1.21,Ideal,E,SI1,62.0,56.0,6.83,6.76,4.21,6887
18830,0.36,Very Good,E,VS2,60.3,62.0,4.56,4.59,2.76,789
21024,0.52,Ideal,E,VS2,61.7,55.0,5.21,5.16,3.2,1815
6169,0.52,Premium,H,VS1,61.4,57.0,5.27,5.16,3.2,1577
21468,0.37,Premium,E,VS1,61.5,55.0,4.7,4.66,2.88,999
25471,0.4,Premium,E,VS1,60.3,58.0,4.8,4.82,2.9,1053
22734,0.39,Ideal,I,VVS2,62.3,54.0,4.66,4.69,2.91,787
6931,1.04,Ideal,H,SI2,61.7,57.0,6.49,6.54,4.02,4461
1312,0.3,Ideal,G,SI1,60.6,57.0,4.34,4.37,2.63,487
6299,0.38,Premium,E,VS2,61.8,58.0,4.64,4.61,2.86,1112
12917,0.32,Ideal,G,IF,61.1,57.0,4.41,4.43,2.7,918
5737,0.41,Ideal,H,IF,62.1,56.0,4.76,4.74,2.95,1243
16911,1.01,Premium,H,VS1,61.2,61.0,6.44,6.41,3.93,5294
23050,0.51,Ideal,D,VS2,61.6,56.0,5.15,5.17,3.18,1787
12713,1.55,Premium,J,SI2,62.6,57.0,7.37,7.32,4.6,6890
17433,0.39,Premium,E,SI2,63.0,61.0,4.65,4.62,2.92,834
11575,1.09,Premium,G,VS2,60.6,62.0,6.68,6.58,4.02,6153
1127,1.55,Ideal,E,SI1,61.5,56.0,7.36,7.4,4.54,13171
19398,0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,790
3115,0.4,Ideal,E,VVS2,61.5,56.0,4.79,4.74,2.93,1238
132,0.3,Ideal,G,VVS2,62.7,57.0,4.26,4.29,2.68,684
25603,0.31,Very Good,G,SI2,62.3,57.0,4.33,4.37,2.71,408
26530,0.74,Ideal,G,SI2,61.7,56.0,5.8,5.87,3.6,2690
5993,1.4,Premium,G,SI2,,60.0,7.1,7.16,4.42,7225
8554,0.71,Premium,F,VS1,60.5,58.0,5.75,5.72,3.47,2839
25383,0.55,Ideal,H,SI1,62.4,57.0,5.23,5.28,3.28,1270
1704,0.44,Premium,G,VVS1,60.9,59.0,4.96,4.9,3.0,1294
21115,0.4,Good,I,SI1,63.2,54.0,4.67,4.69,2.96,596
25916,0.58,Ideal,H,VVS1,61.6,56.0,5.35,5.39,3.31,2006
22853,0.35,Premium,H,VVS1,,59.0,4.57,4.61,2.75,798
1749,0.43,Ideal,J,SI1,61.9,54.0,4.88,4.84,3.01,708
17971,0.31,Premium,D,VS2,61.7,58.0,4.32,4.37,2.68,636
6418,0.24,Ideal,I,VVS2,61.5,56.0,4.02,4.05,2.48,523
15933,1.2,Good,H,SI1,63.7,58.0,6.72,6.68,4.27,5779
13210,0.32,Very Good,D,SI1,58.9,60.0,4.47,4.49,2.64,589
6690,1.5,Very Good,F,SI1,63.0,56.0,7.28,7.32,4.6,10479
2849,0.41,Very Good,E,SI2,62.8,58.0,4.69,4.73,2.96,638
21614,1.25,Very Good,E,VS2,61.6,57.0,6.9,6.94,4.26,8851
689,0.27,Ideal,H,VVS2,62.1,57.0,4.15,4.1,2.56,623
21883,0.7,Ideal,D,VS1,62.3,55.0,5.64,5.68,3.53,3840
19681,0.72,Ideal,D,SI2,62.3,57.0,5.8,5.75,3.6,2457
20980,1.51,Premium,J,SI1,59.9,60.0,7.46,7.41,4.45,7822
25722,1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,4113
21851,0.41,Very Good,F,VS2,62.8,57.0,4.73,4.76,2.98,863
24066,1.63,Premium,G,SI1,61.0,59.0,7.64,7.58,4.64,11721
8765,0.75,Ideal,G,VVS2,61.3,55.0,5.85,5.89,3.59,3525
16632,0.9,Ideal,G,VVS2,61.9,56.0,6.15,6.22,3.83,5335
20357,1.02,Premium,G,SI1,61.0,59.0,6.48,6.44,3.94,4718
258,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,14344
7013,0.73,Very Good,F,SI2,58.0,61.0,5.94,5.99,3.46,2485
26913,0.54,Premium,E,SI2,61.9,58.0,5.24,5.19,3.23,1250
18508,0.7,Very Good,J,VS2,63.3,58.0,5.61,5.63,3.56,2044
12682,0.51,Very Good,H,VVS1,63.2,57.0,5.06,5.1,3.21,1744
17052,1.03,Premium,E,VS1,,58.0,6.41,6.5,4.03,7778
11193,0.31,Good,G,VS2,63.2,58.0,4.28,4.3,2.71,507
14744,1.04,Very Good,H,VS2,60.9,58.0,6.5,6.6,3.99,5447
11238,1.26,Ideal,G,VVS2,61.4,55.0,6.96,6.99,4.29,12066
17720,0.73,Ideal,H,SI1,62.9,58.0,5.72,5.75,3.61,2377
18678,1.02,Premium,E,VS2,60.0,59.0,6.56,6.54,3.93,7311
5416,0.53,Ideal,G,VVS2,62.6,56.0,5.16,5.19,3.24,1818
7034,2.53,Ideal,J,SI2,61.5,53.0,8.78,8.74,5.39,15993
5535,1.21,Ideal,H,VS2,62.9,57.0,6.8,6.75,4.26,6302
24580,1.5,Very Good,E,SI1,60.8,58.0,7.32,7.36,4.46,11688
7134,0.41,Ideal,I,VS1,60.9,53.0,4.85,4.8,2.94,969
21720,1.0,Very Good,E,SI2,63.5,54.0,6.41,6.35,4.05,4480
10978,0.37,Ideal,D,SI1,61.1,57.0,4.63,4.64,2.83,823
587,0.35,Very Good,G,VS2,60.2,60.0,4.54,4.6,2.75,658
4620,0.3,Very Good,G,VVS2,62.9,58.0,4.26,4.29,2.69,638
6797,1.26,Ideal,I,SI1,62.4,56.0,6.93,6.85,4.3,5645
4083,1.09,Premium,F,SI1,60.9,59.0,6.64,6.59,4.03,5384
512,0.3,Premium,G,SI1,62.6,57.0,4.34,4.25,2.69,574
1124,0.35,Ideal,F,VVS1,61.8,54.0,4.53,4.56,2.81,945
25270,0.7,Premium,E,SI2,62.9,59.0,5.71,5.64,3.57,2273
14649,1.31,Very Good,I,SI2,62.7,58.0,6.88,6.94,4.33,5916
11158,0.42,Good,G,SI1,63.1,56.0,4.75,4.79,3.01,687
829,0.34,Good,H,VS2,63.7,57.0,4.42,4.44,2.82,537
22906,0.5,Good,E,SI2,63.2,61.0,5.02,5.05,3.18,1000
3119,0.4,Premium,E,VS1,61.2,59.0,4.76,4.72,2.9,1125
12454,1.5,Good,G,SI2,63.7,58.0,7.15,7.22,4.58,7216
25167,1.19,Fair,I,SI1,64.9,58.0,6.64,6.55,4.28,5198
24656,0.7,Very Good,I,SI1,62.5,60.0,5.64,5.68,3.54,2039
8004,1.08,Ideal,H,SI2,59.3,57.0,6.71,6.74,3.99,4455
11766,1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,5292
24195,0.7,Very Good,F,VVS1,60.6,60.0,5.67,5.7,3.45,3536
25516,0.41,Ideal,D,SI1,,57.0,4.86,4.82,2.92,1015
7383,0.44,Good,D,SI1,58.8,62.0,4.97,5.0,2.93,777
11335,0.71,Premium,F,SI2,62.6,59.0,5.64,5.6,3.52,2072
5491,0.31,Ideal,E,VS2,61.8,56.0,4.34,4.36,2.69,680
11479,0.37,Premium,D,VVS2,60.7,59.0,4.63,4.66,2.82,971
23987,1.21,Premium,J,SI2,60.8,58.0,6.93,6.88,4.19,3984
4332,0.56,Ideal,E,VS2,62.8,57.0,5.21,5.23,3.28,1699
23810,0.61,Very Good,E,IF,61.7,58.0,5.39,5.47,3.35,3337
16161,1.5,Ideal,E,SI1,62.0,55.0,7.4,7.32,4.56,11489
23671,0.3,Premium,D,VS1,61.9,58.0,4.28,4.32,2.66,712
17301,1.69,Very Good,J,I1,60.2,61.0,7.7,7.79,4.66,5182
22319,0.23,Ideal,G,SI1,61.2,56.0,3.97,4.0,2.44,375
25856,0.5,Premium,G,VS1,60.8,60.0,5.16,5.14,3.13,1629
4798,0.58,Ideal,F,VS1,60.6,55.0,5.41,5.48,3.3,2117
22006,0.6,Ideal,D,VS2,62.8,57.0,5.37,5.39,3.38,2061
26447,1.0,Good,I,SI1,63.8,58.0,6.28,6.32,4.02,3850
11523,0.31,Ideal,G,IF,61.6,56.0,4.37,4.4,2.7,839
8869,0.37,Premium,G,IF,59.8,58.0,4.71,4.69,2.81,1064
12449,0.3,Ideal,D,VS2,,55.0,4.31,4.34,2.68,710
7518,0.33,Ideal,I,VS1,61.6,57.0,4.46,4.41,2.73,668
11510,0.31,Ideal,H,SI1,62.7,56.0,4.33,4.38,2.73,446
12310,0.34,Premium,D,VS2,59.3,59.0,4.59,4.55,2.71,881
16582,1.11,Premium,G,SI1,60.9,59.0,6.69,6.64,4.07,4096
3366,1.24,Very Good,G,SI2,63.3,57.0,6.85,6.79,4.32,4462
9593,0.71,Very Good,E,VS1,63.3,59.0,5.64,5.67,3.58,2946
17912,1.79,Premium,G,SI1,60.5,58.0,7.88,7.83,4.75,14127
4381,0.7,Premium,J,SI1,63.0,56.0,5.66,5.61,3.55,1827
14374,0.38,Ideal,E,VVS1,62.6,56.0,4.64,4.6,2.89,1327
24354,0.36,Premium,G,SI1,61.8,59.0,4.57,4.55,2.82,689
11450,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,7727
19510,1.07,Ideal,J,VS2,61.6,56.3,6.55,6.59,4.04,4602
4722,1.01,Premium,G,VS1,60.2,59.0,6.58,6.51,3.94,6618
12873,0.31,Ideal,H,IF,62.0,54.0,4.38,4.4,2.72,789
463,0.44,Very Good,E,SI1,62.9,58.0,4.85,4.88,3.06,810
2374,0.3,Premium,E,VS2,62.1,58.0,4.31,4.29,2.67,844
21797,1.01,Very Good,E,SI1,62.9,60.0,6.35,6.43,4.02,5499
5323,1.7,Ideal,F,VS2,61.3,54.0,7.72,7.67,4.72,17662
5420,1.19,Premium,I,SI2,60.1,59.0,6.9,6.82,4.12,4498
21518,0.7,Ideal,F,VS2,62.8,56.0,5.7,5.67,3.57,2573
14688,0.32,Very Good,E,IF,61.4,55.0,4.43,4.46,2.73,1018
6883,1.38,Ideal,F,VVS1,62.9,56.0,7.04,7.1,4.45,15968
16589,1.22,Very Good,E,VS2,60.8,59.0,6.87,6.91,4.19,9475
25456,2.4,Premium,J,SI1,59.7,58.0,8.75,8.71,5.21,16304
7992,2.21,Ideal,D,SI2,62.0,57.0,8.36,8.31,5.18,16558
3947,1.53,Premium,J,VVS1,61.6,59.0,7.35,7.39,4.54,9384
1042,0.53,Premium,H,IF,,59.0,5.15,5.18,3.23,1957
17666,0.7,Good,G,SI2,60.1,65.0,5.7,5.65,3.41,2268
4893,0.51,Ideal,G,VS1,62.2,55.0,5.14,5.11,3.19,1781
25927,0.37,Very Good,E,VS2,63.0,58.0,4.53,4.58,2.87,811
6387,1.01,Premium,F,VS2,62.2,60.0,6.37,6.4,3.97,6416
14293,0.3,Ideal,F,VS2,61.9,55.0,4.32,4.31,2.67,776
23619,2.61,Ideal,J,SI2,64.6,55.0,8.61,8.57,5.55,17209
20966,0.54,Ideal,G,VS1,61.6,56.0,5.24,5.28,3.24,1957
2880,0.4,Ideal,E,VS2,62.9,55.0,4.73,4.72,2.97,975
889,0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,706
18548,0.64,Very Good,D,SI2,62.8,54.0,5.5,5.52,3.46,1629
3531,1.51,Premium,I,SI1,61.8,60.0,7.23,7.3,4.49,7989
2655,1.01,Very Good,D,SI2,63.1,54.0,6.43,6.37,4.04,4338
21879,0.72,Ideal,D,SI2,62.3,57.0,5.75,5.8,3.6,2435
2221,1.75,Very Good,I,SI1,62.8,59.0,7.62,7.66,4.8,10635
12606,2.01,Very Good,I,VS1,63.0,59.0,7.87,7.94,4.98,18500
1062,0.7,Very Good,G,SI1,62.8,56.0,5.64,5.66,3.55,2304
18647,0.3,Ideal,F,VVS1,62.2,56.0,4.28,4.3,2.67,814
19719,0.42,Ideal,J,VS2,61.3,57.0,4.79,4.86,2.96,680
25154,0.59,Very Good,E,VS2,60.6,60.0,5.44,5.49,3.31,2094
9086,1.03,Premium,G,SI1,60.1,60.0,6.55,6.52,3.93,5581
7827,1.2,Very Good,H,I1,63.1,60.0,6.75,6.67,4.23,2850
12399,0.57,Ideal,F,VS2,61.6,55.0,5.35,5.37,3.3,1737
3377,0.53,Ideal,G,VVS1,61.2,55.0,5.19,5.23,3.19,2005
4836,0.71,Ideal,D,VS2,59.9,57.0,5.8,5.83,3.48,3540
19921,0.4,Premium,G,SI1,59.3,59.0,4.8,4.82,2.85,702
